Name E(MP2/CBS) E(HF/aDZ) E(HF/aDZ-ACP_Comp)
bse49_B-Si_42_B -330.0344193846 -329.6740718400 -330.03426941
bse49_B-Si_43_AB -583.7820057032 -582.3150348900 -583.78240906
bse49_B-Si_44_AB -429.9598009249 -429.2119676900 -429.96130931
bse49_B-Si_45_A -408.5161397973 -407.7448288400 -408.51614279
bse49_B-Si_46_AB -316.7725338624 -316.4811794100 -316.77284810
bse49_B-Si_47_AB -372.1457883230 -371.5945633300 -372.14569497
bse49_B-Si_48_AB -745.9901732657 -743.9456084100 -745.98975173
bse49_B-Si_49_AB -508.4873546317 -507.3225675800 -508.48795874
bse49_B-Si_4_A -369.2734281634 -368.7087014300 -369.27352372
bse49_B-Si_4_AB -545.7610937481 -544.4601929000 -545.76145694
bse49_B-Si_50_AB -720.2200417420 -719.3117982000 -720.22132840
bse49_B-Si_50_B -429.3868827356 -428.6596724900 -429.38717688
bse49_B-Si_52_AB -509.7953412626 -508.5745970800 -509.79565830
bse49_B-Si_53_AB -697.9428274645 -695.9536026000 -697.94298321
bse49_B-Si_54_AB -753.2403047256 -750.9963800200 -753.24023935
bse49_B-Si_55_AB -753.2330574514 -750.9914475400 -753.23149831
bse49_B-Si_56_AB -902.2671227935 -899.4595539200 -902.26683519
bse49_B-Si_58_AB -737.1912440613 -734.9925395000 -737.19158146
bse49_B-Si_59_AB -737.1909636345 -734.9945161200 -737.19138094
bse49_B-Si_5_AB -395.2700157642 -394.5642726800 -395.27068496
bse49_B-Si_60_AB -506.5217062349 -505.4255824400 -506.52175086
bse49_B-Si_61_AB -467.2628762018 -466.3766085600 -467.26291913
bse49_B-Si_62_AB -544.5327975149 -543.2714665600 -544.53315786
bse49_B-Si_63_AB -622.6959610237 -621.0029684400 -622.69570489
bse49_B-Si_64_AB -431.2770414977 -430.4762861000 -431.27725580
bse49_B-Si_65_AB -392.0183499060 -391.4274612400 -392.01866199
bse49_B-Si_67_AB -1118.5712596894 -1115.2956450600 -1118.57100596
bse49_B-Si_68_A -1668.4184405288 -1667.5674688900 -1668.41919915
bse49_B-Si_68_AB -1769.6664597347 -1768.3757334600 -1769.66587593
bse49_B-Si_69_AB -689.8246407063 -688.2470907900 -689.82527852
bse49_B-Si_6_A -443.2200582833 -442.4088603600 -443.22031299
bse49_B-Si_6_AB -547.7444823130 -546.3735062700 -547.74437498
bse49_B-Si_70_AB -701.5446303066 -699.4521120100 -701.54458151
bse49_B-Si_71_A -407.2861796251 -406.5464979800 -407.28611751
bse49_B-Si_71_AB -583.7725701239 -582.2972983500 -583.77276422
bse49_B-Si_72_AB -586.7227758553 -585.1226374400 -586.72252149
bse49_B-Si_73_AB -547.4647635961 -546.0745415300 -547.46458553
bse49_B-Si_75_AB -737.1925077143 -734.9943580300 -737.19371233
bse49_B-Si_76_AB -602.8255823531 -601.1709080800 -602.82535265
bse49_B-Si_77_AB -1080.2971266242 -1076.9217924200 -1080.29755777
bse49_B-Si_78_A -606.3599414911 -605.9454813700 -606.35900174
bse49_B-Si_78_AB -897.2731206929 -896.6648461700 -897.27228811
bse49_B-Si_79_AB -1335.1745753136 -1332.3988492500 -1335.17574051
bse49_B-Si_7_AB -434.5289734337 -433.6131048000 -434.52948866
bse49_B-Si_80_AB -975.2224990988 -972.3514384900 -975.22312009
bse49_B-Si_81_AB -875.9600211444 -873.4201797700 -875.96016540
bse49_B-Si_82_AB -735.8552640227 -733.7115502100 -735.85421783
bse49_B-Si_82_B -479.1632730699 -478.2600558400 -479.16223771
bse49_B-Si_83_AB -586.7108535328 -585.1064310100 -586.71115656
bse49_B-Si_84_AB -625.9716321445 -624.1560637700 -625.97187951
bse49_B-Si_8_A -828.5132730898 -827.7120420000 -828.51294597
bse49_B-Si_8_AB -1005.0056953137 -1003.4686219400 -1005.00577619
bse49_B-Si_9_AB -585.0408095037 -583.5243335300 -585.04086155
bse49_P-C_10_AB -796.8379913155 -794.6805495800 -796.83781526
bse49_P-C_10_B -567.6557054758 -566.5482118800 -567.65586262
bse49_P-C_11_AB -686.0638466410 -684.3075952800 -686.06404068
bse49_P-C_12_AB -460.4199480658 -459.5867031600 -460.42006487
bse49_P-C_13_AB -589.3917567415 -588.0358741900 -589.39235217
bse49_P-C_14_AB -684.8336975373 -683.1171606100 -684.83459554
bse49_P-C_14_B -567.6576176970 -566.5496751600 -567.65774612
bse49_P-C_16_A -997.3177604229 -996.4581088500 -997.31695719
bse49_P-C_16_AB -1565.1181410610 -1563.0975952600 -1565.11916771
bse49_P-C_17_AB -929.6257028827 -926.8446509400 -929.62544066
bse49_P-C_18_AB -851.1376615866 -848.7659986800 -851.13784194
bse49_P-C_19_AB -890.3834641474 -887.8067442600 -890.38289073
bse49_P-C_1_AB -499.6615323987 -498.6268041000 -499.66172915
bse49_P-C_20_AB -764.5549208548 -762.3824326400 -764.55487321
bse49_P-C_22_AB -1055.4486622775 -1052.2481938700 -1055.44901745
bse49_P-C_23_AB -1094.6923905159 -1091.2846200000 -1094.69268083
bse49_P-C_24_AB -419.9446526168 -419.3573369900 -419.94421708
bse49_P-C_25_AB -495.1300372803 -494.2542477500 -495.12961952
bse49_P-C_26_AB -434.8100000715 -434.2130493100 -434.80972359
bse49_P-C_27_AB -573.3537232721 -572.0393003900 -573.35315945
bse49_P-C_28_AB -686.5554598923 -684.7846380600 -686.55548167
bse49_P-C_29_AB -612.5997153745 -611.0804329600 -612.60016733
bse49_P-C_2_AB -726.7464528521 -724.7024521200 -726.74575124
bse49_P-C_30_AB -651.8533408347 -650.1217726600 -651.85376013
bse49_P-C_31_AB -691.1073869290 -689.1652676200 -691.10753707
bse49_P-C_32_AB -537.7055898177 -536.4928136400 -537.70578259
bse49_P-C_33_AB -576.9603548646 -575.5431345400 -576.96012014
bse49_P-C_34_AB -459.1847107316 -458.3841299500 -459.18475772
bse49_P-C_35_A -337.3164025585 -336.1724768000 -337.31817842
bse49_P-C_35_AB -877.9353554588 -875.9094695800 -877.93435243
bse49_P-C_37_AB -625.5249117536 -624.0694951400 -625.52496398
bse49_P-C_38_AB -691.1083162187 -689.1636279400 -691.10901828
bse49_P-C_39_AB -1010.2366813276 -1007.4342373300 -1010.23696399
bse49_P-C_3_AB -725.3064281842 -723.3477676700 -725.30677968
bse49_P-C_40_AB -811.8896563197 -809.7245744400 -811.88902221
bse49_P-C_41_AB -476.4591584280 -475.5840612500 -476.45977849
bse49_P-C_42_AB -421.1751859455 -420.5494293800 -421.17529364
bse49_P-C_43_AB -460.4255153025 -459.5904846500 -460.42534086
bse49_P-C_44_AB -499.6801625016 -498.6331302200 -499.67997999
bse49_P-C_45_AB -684.8360341853 -683.1197667200 -684.83648322
bse49_P-C_46_AB -499.6642316653 -498.6257157900 -499.66438402
bse49_P-C_47_AB -381.9323864982 -381.5119118300 -381.93225853
bse49_P-C_48_AB -586.2668079039 -585.0218899200 -586.26670398
bse49_P-C_49_AB -1210.6176789182 -1207.9343291100 -1210.61846436
bse49_P-C_4_AB -686.0628495106 -684.3086880100 -686.06328970
bse49_P-C_50_A -397.3606345720 -396.9247285000 -397.35969263
bse49_P-C_50_AB -437.2418311188 -436.5614216400 -437.24169754
bse49_P-C_51_A -459.7690513760 -458.9680715300 -459.76927160
bse49_P-C_51_AB -880.4462580074 -878.9924411700 -880.44596357
bse49_P-C_52_AB -811.0584540157 -808.8850938000 -811.05914386
bse49_P-C_53_AB -573.6358731303 -572.3388890200 -573.63539105
bse49_P-C_54_AB -612.8798047124 -611.3779589500 -612.87944965
bse49_P-C_55_AB -651.8601330774 -650.1234454600 -651.86032532
bse49_P-C_56_AB -725.3109038824 -723.3455805200 -725.31112469
bse49_P-C_57_AB -798.9943465990 -796.7568470000 -798.99462828
bse49_P-C_58_AB -854.2921324209 -851.7993342700 -854.29214893
bse49_P-C_59_AB -854.2928337763 -851.8031124600 -854.29290363
bse49_P-C_5_A -577.4118169854 -576.5809068500 -577.41099859
bse49_P-C_5_AB -1145.2186156022 -1143.2273883800 -1145.21914946
bse49_P-C_60_AB -1003.3170628218 -1000.2610343100 -1003.31696441
bse49_P-C_61_AB -1003.3177919616 -1000.2597267200 -1003.31759498
bse49_P-C_62_AB -838.2423193028 -835.7958757500 -838.24246053
bse49_P-C_63_AB -646.8193343038 -645.2695494800 -646.81974553
bse49_P-C_64_AB -1294.8545839397 -1291.0299359900 -1294.85418238
bse49_P-C_65_A -1417.2155350645 -1416.3244274600 -1417.21460551
bse49_P-C_65_AB -1985.0085690666 -1982.9563977200 -1985.01020456
bse49_P-C_66_AB -1171.3441705433 -1168.8792008300 -1171.34335592
bse49_P-C_67_AB -1132.1007792502 -1129.8376871700 -1132.10168659
bse49_P-C_68_AB -802.6037383378 -800.2644531300 -802.60368112
bse49_P-C_69_AB -684.8308133451 -683.1061692100 -684.83074311
bse49_P-C_70_AB -624.3987988416 -623.0124648100 -624.39853343
bse49_P-C_71_AB -651.8497547386 -650.1176742700 -651.84997058
bse49_P-C_72_AB -612.6060399018 -611.0812763100 -612.60583779
bse49_P-C_73_AB -609.5719969207 -608.1939623100 -609.57204351
bse49_P-C_74_AB -534.3830512723 -533.2973680500 -534.38233999
bse49_P-C_76_AB -838.2435898805 -835.7998225300 -838.24417340
bse49_P-C_78_AB -628.6642972157 -627.0892378100 -628.66417219
bse49_P-C_79_AB -573.6176355735 -572.3314907200 -573.61698677
bse49_P-C_7_AB -499.6674016942 -498.6240438700 -499.66765171
bse49_P-C_80_AB -698.1257130393 -696.4293827400 -698.12533027
bse49_P-C_81_AB -1220.4897583630 -1216.6614643000 -1220.48975244
bse49_P-C_82_AB -460.4383220745 -459.5968827600 -460.43799943
bse49_P-C_83_AB -800.9966677069 -798.7218286700 -800.99701342
bse49_P-C_84_AB -651.8443014566 -650.1154833800 -651.84503324
bse49_P-C_85_AB -691.0903626760 -689.1484938900 -691.09158014
bse49_P-C_8_AB -726.7461509443 -724.7052120400 -726.74537945
bse49_P-Cl_10_AB -1827.7364255549 -1825.9567664400 -1827.73456854
bse49_P-Cl_11_A -1516.6743563094 -1514.3365687400 -1516.67491226
bse49_P-Cl_11_AB -1976.4937367693 -1973.8767732000 -1976.49503783
bse49_P-Cl_12_AB -2039.7884165299 -2037.1225918600 -2039.78787670
bse49_P-Cl_13_AB -1125.8897848633 -1123.9101500100 -1125.88929414
bse49_P-Cl_14_AB -1176.3509487400 -1174.1799173200 -1176.35208612
bse49_P-Cl_15_A -874.5705404121 -872.1057413100 -874.56964046
bse49_P-Cl_15_AB -1334.3915367190 -1331.6512903400 -1334.39031660
bse49_P-Cl_16_AB -1140.6859184506 -1138.6939279600 -1140.68480838
bse49_P-Cl_18_AB -2045.2952122260 -2042.8113773300 -2045.29416469
bse49_P-Cl_19_A -2357.4895977447 -2354.9128262800 -2357.48935735
bse49_P-Cl_19_AB -2817.3087796857 -2814.4572965500 -2817.30865477
bse49_P-Cl_1_AB -1900.9504012047 -1898.6965679800 -1900.95075584
bse49_P-Cl_20_A -1388.5469615283 -1387.0562423700 -1388.54717897
bse49_P-Cl_20_AB -1848.3633881738 -1846.5961302200 -1848.36399504
bse49_P-Cl_21_AB -1443.4553641525 -1440.3802202600 -1443.45609142
bse49_P-Cl_22_A -537.0854691028 -535.9093544600 -537.08566734
bse49_P-Cl_22_AB -996.9134796037 -995.4649018000 -996.91366420
bse49_P-Cl_23_A -654.8236866094 -653.0244176300 -654.82333733
bse49_P-Cl_23_AB -1114.6531962239 -1112.5794492500 -1114.65317947
bse49_P-Cl_24_A -965.2916186549 -963.9407388100 -965.29127628
bse49_P-Cl_24_AB -1425.1094933847 -1423.4848544900 -1425.10955518
bse49_P-Cl_25_AB -1257.7530413357 -1255.3159614900 -1257.75285598
bse49_P-Cl_26_AB -1945.5005092402 -1943.1043896200 -1945.50062138
bse49_P-Cl_27_AB -1239.3600786915 -1236.9415601400 -1239.35925349
bse49_P-Cl_28_AB -1867.0029509500 -1865.0276619000 -1867.00243441
bse49_P-Cl_29_AB -1906.2507082407 -1904.0699253100 -1906.25017043
bse49_P-Cl_2_AB -1224.2383612206 -1221.8103495600 -1224.23890215
bse49_P-Cl_30_AB -1984.7397720488 -1982.1437749700 -1984.73883551
bse49_P-Cl_31_AB -1284.1616832333 -1281.6300949100 -1284.16240359
bse49_P-Cl_32_AB -1383.3457674415 -1380.4971956900 -1383.34616878
bse49_P-Cl_3_AB -1224.2382860020 -1221.8140938500 -1224.23893538
bse49_P-Cl_4_AB -1619.8491921310 -1617.2185085400 -1619.84863466
bse49_P-Cl_5_AB -2741.6346819312 -2738.9606580600 -2741.63482657
bse49_P-Cl_6_A -682.3628141493 -680.6477690300 -682.36308561
bse49_P-Cl_6_AB -1142.1876141084 -1140.2010339400 -1142.18746004
bse49_P-Cl_7_AB -1201.9705446567 -1199.6553282300 -1201.97132170
bse49_P-Cl_8_A -2331.2562735958 -2328.8962392600 -2331.25561570
bse49_P-Cl_8_AB -2791.0742898734 -2788.4392620000 -2791.07389724
bse49_P-Cl_9_AB -1619.8617372421 -1617.2270296500 -1619.86083822
bse49_P-F_10_AB -1259.8942234606 -1257.1708346900 -1259.89403528
bse49_P-F_11_AB -1107.7997176575 -1105.8284364800 -1107.79873157
bse49_P-F_12_AB -1616.5214648789 -1613.8175961400 -1616.52307104
bse49_P-F_13_AB -1319.8650808408 -1317.0203559900 -1319.86574884
bse49_P-F_14_AB -765.9238470100 -763.8539734600 -765.92326857
bse49_P-F_15_AB -816.3835210203 -814.1229173500 -816.38447780
bse49_P-F_16_AB -974.4253790743 -971.5959241100 -974.42413835
bse49_P-F_17_AB -780.7170818670 -778.6360852900 -780.71583656
bse49_P-F_19_AB -965.3307761965 -962.5969598200 -965.33048398
bse49_P-F_1_AB -1181.0131495778 -1178.5803558400 -1181.01341189
bse49_P-F_20_A -2717.5014996756 -2714.9851167700 -2717.50227326
bse49_P-F_20_AB -2817.3499173163 -2814.4679576500 -2817.35072123
bse49_P-F_21_A -1028.5770558300 -1026.9956982500 -1028.57781075
bse49_P-F_21_AB -1128.4415924651 -1126.4929704900 -1128.44290514
bse49_P-F_22_AB -1083.4892609000 -1080.3225805100 -1083.48933676
bse49_P-F_23_AB -636.9467341561 -635.4084821500 -636.94700614
bse49_P-F_24_AB -1065.1423847009 -1063.4260426900 -1065.14262234
bse49_P-F_25_AB -897.7825031433 -895.2548548400 -897.78237899
bse49_P-F_26_AB -1225.5555886373 -1222.9841826500 -1225.55593490
bse49_P-F_27_AB -879.3899972350 -876.8810531000 -879.38900365
bse49_P-F_28_AB -1147.0643803692 -1144.9102914400 -1147.06397588
bse49_P-F_29_AB -1186.3100081244 -1183.9498096900 -1186.30954397
bse49_P-F_2_AB -745.5879335647 -743.7507871100 -745.58737829
bse49_P-F_30_AB -1264.7999487915 -1262.0221879100 -1264.79910320
bse49_P-F_31_AB -924.1950309591 -921.5757778900 -924.19553337
bse49_P-F_32_AB -1023.3791398981 -1020.4427624800 -1023.37947179
bse49_P-F_3_AB -864.2728624759 -861.7577652500 -864.27269471
bse49_P-F_4_AB -864.2722248196 -861.7601549300 -864.27213176
bse49_P-F_5_AB -1259.8803464144 -1257.1597582100 -1259.88021039
bse49_P-F_6_AB -1661.7282999399 -1658.7918232000 -1661.72854776
bse49_P-F_7_AB -782.2194005746 -780.1409278100 -782.21871922
bse49_P-F_8_AB -842.0038024292 -839.5980521500 -842.00390861
bse49_P-F_9_A -1251.3689010091 -1248.7375339300 -1251.36848217
bse49_P-F_9_AB -1351.2376649810 -1348.2401530000 -1351.23684562
bse49_P-N_10_AB -782.0574151257 -779.7562538400 -782.05730434
bse49_P-N_11_AB -665.9498285756 -664.2706214100 -665.94984703
bse49_P-N_12_AB -776.7199618532 -774.6429996800 -776.72024980
bse49_P-N_14_AB -551.5970123984 -550.4156521800 -551.59744772
bse49_P-N_16_AB -644.7033976085 -643.0876164600 -644.70461359
bse49_P-N_17_AB -550.3529263657 -549.2171417700 -550.35345539
bse49_P-N_18_AB -644.7023346256 -643.0860120400 -644.70333181
bse49_P-N_19_AB -644.7030453932 -643.0867443200 -644.70385616
bse49_P-N_1_AB -515.7278777130 -514.6368516500 -515.72787213
bse49_P-N_20_AB -1466.5733449120 -1465.0478512300 -1466.57380451
bse49_P-N_21_AB -492.4694275876 -491.5437534700 -492.46967402
bse49_P-N_22_AB -870.2816868244 -867.7816397800 -870.28175921
bse49_P-N_23_AB -791.7952100698 -789.7050380200 -791.79557184
bse49_P-N_24_AB -831.0377477520 -828.7424588800 -831.03786742
bse49_P-N_25_A -634.8160556589 -633.5397261200 -634.81594408
bse49_P-N_25_AB -888.9653426542 -886.7574368100 -888.96533089
bse49_P-N_25_B -254.0667568611 -253.1989762700 -254.06725527
bse49_P-N_26_AB -630.0736718574 -628.4798295200 -630.07374987
bse49_P-N_27_AB -851.7607167099 -849.5505983300 -851.76200842
bse49_P-N_28_AB -550.4427385478 -549.3059773400 -550.44283021
bse49_P-N_29_AB -490.1212671777 -489.2650040000 -490.12076594
bse49_P-N_2_AB -782.0569535152 -779.7530129000 -782.05697512
bse49_P-N_31_AB -667.9133973144 -666.1313933500 -667.91373422
bse49_P-N_32_AB -667.8967663200 -666.1160820100 -667.89658305
bse49_P-N_33_AB -707.1305511977 -705.1427191300 -707.12935740
bse49_P-N_34_AB -649.4511288923 -647.6892550300 -649.45193900
bse49_P-N_35_A -537.0709851777 -535.8983178800 -537.07119645
bse49_P-N_35_AB -593.0168424025 -591.5453328200 -593.01714100
bse49_P-N_36_AB -553.7416101519 -552.4767049600 -553.74217602
bse49_P-N_37_AB -632.2698436850 -630.5931700400 -632.26974921
bse49_P-N_38_AB -514.4968593051 -513.4365827400 -514.49698223
bse49_P-N_39_AB -794.6557989793 -792.8912125900 -794.65666237
bse49_P-N_3_AB -665.9368125073 -664.2636041700 -665.93752581
bse49_P-N_40_AB -437.2201193013 -436.5453681200 -437.21979511
bse49_P-N_41_AB -641.5277486972 -640.0330321800 -641.52774504
bse49_P-N_42_AB -707.1235878577 -705.1423132900 -707.12273673
bse49_P-N_44_AB -752.5347824640 -750.6548937500 -752.53500854
bse49_P-N_45_AB -492.5268608934 -491.5949061300 -492.52759169
bse49_P-N_46_AB -437.2422852890 -436.5621987200 -437.24220414
bse49_P-N_47_AB -476.4666641878 -475.5872971400 -476.46670826
bse49_P-N_48_AB -515.7061197113 -514.6144333800 -515.70510360
bse49_P-N_49_AB -664.7137534417 -663.0791562900 -664.71437256
bse49_P-N_4_AB -626.6928906043 -625.2253216500 -626.69312273
bse49_P-N_50_AB -511.1862021313 -510.2552209600 -511.18630515
bse49_P-N_52_AB -397.9883585565 -397.5176558900 -397.98809578
bse49_P-N_53_AB -453.2342796088 -452.5144229300 -453.23530979
bse49_P-N_54_AB -580.3447453748 -578.9333665800 -580.34387359
bse49_P-N_55_AB -826.8718861744 -824.6638368700 -826.87104507
bse49_P-N_56_AB -589.6493546087 -588.3071703600 -589.64797957
bse49_P-N_57_AB -511.2033492140 -510.2780982000 -511.20305761
bse49_P-N_59_AB -668.1493869212 -666.3969863500 -668.14789703
bse49_P-N_5_AB -476.4849244812 -475.5990617600 -476.48504938
bse49_P-N_60_AB -683.9001894747 -682.0759447900 -683.90066811
bse49_P-N_62_AB -778.8752547904 -776.7164701200 -778.87552537
bse49_P-N_63_AB -834.1730975576 -831.7589869600 -834.17302972
bse49_P-N_64_AB -834.1717695713 -831.7603491000 -834.17174415
bse49_P-N_65_AB -983.1969480289 -980.2206933000 -983.19651525
bse49_P-N_66_AB -818.1237672602 -815.7546967000 -818.12389923
bse49_P-N_67_AB -587.4510940823 -586.1885496200 -587.45137320
bse49_P-N_68_AB -548.1964879835 -547.1437047100 -548.19659514
bse49_P-N_69_AB -625.4636398811 -624.0346747800 -625.46407402
bse49_P-N_6_AB -628.9055973102 -627.3577906300 -628.90410622
bse49_P-N_70_AB -703.7628425903 -701.8981411100 -703.76295162
bse49_P-N_71_AB -512.3405234835 -511.3700825400 -512.34075419
bse49_P-N_72_AB -473.0863050604 -472.3259486600 -473.08641926
bse49_P-N_74_AB -1199.6291942557 -1196.1819331100 -1199.62934452
bse49_P-N_75_AB -1391.4657965026 -1390.2333215200 -1391.46581253
bse49_P-N_76_AB -671.5567549806 -670.1383261300 -671.55766217
bse49_P-N_77_AB -782.4781217616 -780.2190210400 -782.47811540
bse49_P-N_78_AB -664.7057757837 -663.0633935000 -664.70624905
bse49_P-N_79_AB -679.7195791400 -678.0827968600 -679.72010281
bse49_P-N_7_AB -1046.6463223350 -1045.1485150400 -1046.64665180
bse49_P-N_80_AB -667.9073815653 -666.1259549100 -667.90725883
bse49_P-N_81_AB -628.6541196346 -627.0836727000 -628.65374954
bse49_P-N_82_A -530.4368081650 -529.5126188900 -530.43506672
bse49_P-N_82_AB -625.6189996062 -624.1909877200 -625.61788482
bse49_P-N_83_AB -589.6724141523 -588.3312837800 -589.67192717
bse49_P-N_85_AB -818.1187606327 -815.7573442500 -818.11935341
bse49_P-N_86_AB -683.9024197947 -682.0824596800 -683.90362168
bse49_P-N_87_AB -628.9303002413 -627.3832009100 -628.93013976
bse49_P-N_88_AB -674.7081621393 -673.1840004000 -674.70809637
bse49_P-N_89_AB -508.4899808490 -507.5181355900 -508.49184477
bse49_P-N_8_AB -626.7088030313 -625.2343818500 -626.70955798
bse49_P-N_90_AB -1211.7193261746 -1209.5998786300 -1211.72008445
bse49_P-N_92_AB -817.0504053532 -814.7259475200 -817.04912219
bse49_P-N_93_AB -667.9204174784 -666.1335390700 -667.92121600
bse49_P-N_9_AB -476.4981914836 -475.6071378200 -476.49843616
bse49_P-O_10_AB -800.4920380154 -798.2363663000 -800.49152360
bse49_P-O_11_AB -761.2507869225 -759.2002718400 -761.25063593
bse49_P-O_12_AB -457.0894703548 -456.3762173400 -457.08875964
bse49_P-O_13_AB -457.1240987129 -456.4030851000 -457.12345865
bse49_P-O_14_AB -757.8102438105 -755.8757647900 -757.81014776
bse49_P-O_15_A -722.9122979416 -721.4251597600 -722.91250417
bse49_P-O_15_AB -1263.6015513870 -1261.2162633000 -1263.60107976
bse49_P-O_16_AB -718.5778330957 -716.8450001000 -718.57663221
bse49_P-O_17_AB -987.4098121855 -984.4193152200 -987.40931750
bse49_P-O_18_AB -1191.7313221214 -1187.9203557500 -1191.73083723
bse49_P-O_19_AB -795.9853049007 -793.8869215300 -795.98494463
bse49_P-O_1_AB -800.4892090472 -798.2340213300 -800.48839705
bse49_P-O_20_AB -835.2292467371 -832.9267859400 -835.22901134
bse49_P-O_21_AB -496.3457024219 -495.4231980100 -496.34488151
bse49_P-O_22_AB -871.0429847755 -868.6492060900 -871.04286329
bse49_P-O_23_AB -761.2457968641 -759.1968840300 -761.24526559
bse49_P-O_24_AB -800.4944259776 -798.2383648400 -800.49368986
bse49_P-O_26_AB -2135.2562567775 -2132.6133372000 -2135.25579132
bse49_P-O_27_A -487.5594488777 -485.8568502600 -487.56003498
bse49_P-O_27_AB -1055.3823401599 -1052.4989333600 -1055.38152960
bse49_P-O_2_A -847.5121436701 -845.8923356300 -847.51300206
bse49_P-O_2_AB -1415.3366196276 -1412.5349304200 -1415.33589861
bse49_P-O_3_AB -1102.5986438180 -1100.9245507200 -1102.59659396
bse49_P-O_3_B -534.7657491763 -534.2677169400 -534.76688400
bse49_P-O_4_A -1207.4697274062 -1205.9297469500 -1207.46995391
bse49_P-O_4_AB -1775.2939670508 -1772.5729101100 -1775.29313106
bse49_P-O_5_A -642.8114744323 -641.4232844100 -642.81152249
bse49_P-O_5_AB -1210.7027837626 -1208.1384771300 -1210.70090520
bse49_P-O_6_AB -722.0008211712 -720.1561731800 -722.00020376
