Name E(HF/CBS) E(HF/aDZ) E(HF/aDZ-ACP_HF)
bse49_B-Si_49_AB -507.4131298680 -507.3225675800 -507.4131498082
bse49_B-Si_4_A -368.7564103930 -368.7087014300 -368.7564504047
bse49_B-Si_4_AB -544.5708643160 -544.4601929000 -544.5710639710
bse49_B-Si_50_AB -719.3953291040 -719.3117982000 -719.3959975683
bse49_B-Si_50_B -428.7258440270 -428.6596724900 -428.7260671518
bse49_B-Si_52_AB -508.6752679380 -508.5745970800 -508.6756772872
bse49_B-Si_53_AB -696.1049693650 -695.9536026000 -696.1049707994
bse49_B-Si_54_AB -751.1639755770 -750.9963800200 -751.1639394817
bse49_B-Si_55_AB -751.1596275470 -750.9914475400 -751.1593323878
bse49_B-Si_56_AB -899.6714281310 -899.4595539200 -899.6711542680
bse49_B-Si_58_AB -735.1553941040 -734.9925395000 -735.1557416630
bse49_B-Si_59_AB -735.1580208700 -734.9945161200 -735.1581429282
bse49_B-Si_5_AB -394.6217455370 -394.5642726800 -394.6218208475
bse49_B-Si_60_AB -505.5246850430 -505.4255824400 -505.5247561682
bse49_B-Si_61_AB -466.4608587360 -466.3766085600 -466.4609470946
bse49_B-Si_62_AB -543.3806260700 -543.2714665600 -543.3806391765
bse49_B-Si_63_AB -621.1286744040 -621.0029684400 -621.1284207462
bse49_B-Si_64_AB -430.5491798740 -430.4762861000 -430.5492557115
bse49_B-Si_65_AB -391.4854325510 -391.4274612400 -391.4855738699
bse49_B-Si_67_AB -1115.6001304900 -1115.2956450600 -1115.5997892129
bse49_B-Si_68_A -1667.6500203300 -1667.5674688900 -1667.6502742505
bse49_B-Si_68_AB -1768.4941449500 -1768.3757334600 -1768.4939909777
bse49_B-Si_69_AB -688.4423178950 -688.2470907900 -688.4424480050
bse49_B-Si_6_A -442.4773639220 -442.4088603600 -442.4772422776
bse49_B-Si_6_AB -546.4763457620 -546.3735062700 -546.4761060428
bse49_B-Si_70_AB -699.6055561140 -699.4521120100 -699.6058180394
bse49_B-Si_71_A -406.6049855440 -406.5464979800 -406.6047766847
bse49_B-Si_71_AB -582.4188191280 -582.2972983500 -582.4187364595
bse49_B-Si_72_AB -585.2335965800 -585.1226374400 -585.2334763989
bse49_B-Si_73_AB -546.1705586910 -546.0745415300 -546.1704807482
bse49_B-Si_75_AB -735.1570299540 -734.9943580300 -735.1571458004
bse49_B-Si_76_AB -601.2868395410 -601.1709080800 -601.2873068844
bse49_B-Si_77_AB -1077.1974106800 -1076.9217924200 -1077.1970798438
bse49_B-Si_78_A -605.9949972150 -605.9454813700 -605.9948309485
bse49_B-Si_78_AB -896.7343875210 -896.6648461700 -896.7344252550
bse49_B-Si_79_AB -1332.6305250200 -1332.3988492500 -1332.6309953303
bse49_B-Si_7_AB -433.6848551770 -433.6131048000 -433.6850153814
bse49_B-Si_80_AB -972.6092128740 -972.3514384900 -972.6092007905
bse49_B-Si_81_AB -873.6317325180 -873.4201797700 -873.6316403676
bse49_B-Si_82_AB -733.8673325780 -733.7115502100 -733.8667643224
bse49_B-Si_82_B -478.3412956440 -478.2600558400 -478.3410189167
bse49_B-Si_83_AB -585.2191088180 -585.1064310100 -585.2192880799
bse49_B-Si_84_AB -624.2821754740 -624.1560637700 -624.2825513903
bse49_B-Si_8_A -827.7813504320 -827.7120420000 -827.7811129980
bse49_B-Si_8_AB -1003.5992252700 -1003.4686219400 -1003.5994020791
bse49_B-Si_9_AB -583.6509915270 -583.5243335300 -583.6512395941
bse49_P-C_10_AB -794.8931378380 -794.6805495800 -794.8927650630
bse49_P-C_10_B -566.6851743870 -566.5482118800 -566.6863342024
bse49_P-C_11_AB -684.4845478060 -684.3075952800 -684.4845483873
bse49_P-C_12_AB -459.6471540410 -459.5867031600 -459.6472169195
bse49_P-C_13_AB -588.1288304520 -588.0358741900 -588.1289457157
bse49_P-C_14_AB -683.2946010950 -683.1171606100 -683.2944715305
bse49_P-C_14_B -566.6868584040 -566.5496751600 -566.6879841226
bse49_P-C_16_A -996.5224654100 -996.4581088500 -996.5225601868
bse49_P-C_16_AB -1563.2987223200 -1563.0975952600 -1563.2989123535
bse49_P-C_17_AB -927.0956350100 -926.8446509400 -927.0958737942
bse49_P-C_18_AB -848.9937925840 -848.7659986800 -848.9938311441
bse49_P-C_19_AB -888.0461623670 -887.8067442600 -888.0461224197
bse49_P-C_1_AB -498.6995333670 -498.6268041000 -498.6998610940
bse49_P-C_20_AB -762.5825556460 -762.3824326400 -762.5826306114
bse49_P-C_22_AB -1052.5356862100 -1052.2481938700 -1052.5364241524
bse49_P-C_23_AB -1091.5833286700 -1091.2846200000 -1091.5842301146
bse49_P-C_24_AB -419.4047833940 -419.3573369900 -419.4048600270
bse49_P-C_25_AB -494.3240678850 -494.2542477500 -494.3241200847
bse49_P-C_26_AB -434.2625556820 -434.2130493100 -434.2622015313
bse49_P-C_27_AB -572.1294845350 -572.0393003900 -572.1292339182
bse49_P-C_28_AB -684.9074506180 -684.7846380600 -684.9077082906
bse49_P-C_29_AB -611.1821673400 -611.0804329600 -611.1822902492
bse49_P-C_2_AB -724.8348528690 -724.7024521200 -724.8346227544
bse49_P-C_30_AB -650.2378916810 -650.1217726600 -650.2380399247
bse49_P-C_31_AB -689.2958686740 -689.1652676200 -689.2960678564
bse49_P-C_32_AB -536.5730487920 -536.4928136400 -536.5729327947
bse49_P-C_33_AB -575.6350188760 -575.5431345400 -575.6351158303
bse49_P-C_34_AB -458.4435900950 -458.3841299500 -458.4437821036
bse49_P-C_35_A -336.3000438990 -336.1724768000 -336.3006521062
bse49_P-C_35_AB -876.1465344830 -875.9094695800 -876.1464737785
bse49_P-C_37_AB -624.1845604610 -624.0694951400 -624.1843570937
bse49_P-C_38_AB -689.2938657390 -689.1636279400 -689.2941083163
bse49_P-C_39_AB -1007.7245890200 -1007.4342373300 -1007.7249109656
bse49_P-C_3_AB -723.5378440360 -723.3477676700 -723.5376997946
bse49_P-C_40_AB -809.9423043900 -809.7245744400 -809.9418532230
bse49_P-C_41_AB -475.6478662670 -475.5840612500 -475.6481374544
bse49_P-C_42_AB -420.5980792630 -420.5494293800 -420.5983591245
bse49_P-C_43_AB -459.6539398100 -459.5904846500 -459.6540925796
bse49_P-C_44_AB -498.7110357600 -498.6331302200 -498.7113025172
bse49_P-C_45_AB -683.2982024840 -683.1197667200 -683.2978182456
bse49_P-C_46_AB -498.6982087890 -498.6257157900 -498.6984930500
bse49_P-C_47_AB -381.5487414140 -381.5119118300 -381.5489810761
bse49_P-C_48_AB -585.1227830170 -585.0218899200 -585.1225806093
bse49_P-C_49_AB -1208.1458917500 -1207.9343291100 -1208.1459553153
bse49_P-C_4_AB -684.4868681300 -684.3086880100 -684.4866363479
bse49_P-C_50_A -396.9672566220 -396.9247285000 -396.9671236089
bse49_P-C_50_AB -436.6222010140 -436.5614216400 -436.6222715530
bse49_P-C_51_A -459.0340501010 -458.9680715300 -459.0341259754
bse49_P-C_51_AB -879.1072141550 -878.9924411700 -879.1071765641
bse49_P-C_52_AB -809.0757697620 -808.8850938000 -809.0759406030
bse49_P-C_53_AB -572.4377732690 -572.3388890200 -572.4378641757
bse49_P-C_54_AB -611.4886576780 -611.3779589500 -611.4888648265
bse49_P-C_55_AB -650.2424439820 -650.1234454600 -650.2424451912
bse49_P-C_56_AB -723.5324844900 -723.3455805200 -723.5329891407
bse49_P-C_57_AB -796.9640771300 -796.7568470000 -796.9641587141
bse49_P-C_58_AB -852.0226075060 -851.7993342700 -852.0226718629
bse49_P-C_59_AB -852.0263891890 -851.8031124600 -852.0264255264
bse49_P-C_5_A -576.6386503420 -576.5809068500 -576.6385147446
bse49_P-C_5_AB -1143.4211621300 -1143.2273883800 -1143.4212708216
bse49_P-C_60_AB -1000.5292322200 -1000.2610343100 -1000.5292343225
bse49_P-C_61_AB -1000.5278907500 -1000.2597267200 -1000.5279626599
bse49_P-C_62_AB -836.0140551490 -835.7958757500 -836.0142475626
bse49_P-C_63_AB -645.4359114530 -645.2695494800 -645.4355998005
bse49_P-C_64_AB -1291.4190047000 -1291.0299359900 -1291.4188266887
bse49_P-C_65_A -1416.3968415100 -1416.3244274600 -1416.3967452739
bse49_P-C_65_AB -1983.1654296300 -1982.9563977200 -1983.1657971072
bse49_P-C_66_AB -1169.0744892900 -1168.8792008300 -1169.0743630963
bse49_P-C_67_AB -1130.0211688200 -1129.8376871700 -1130.0211790536
bse49_P-C_68_AB -800.4722963210 -800.2644531300 -800.4724684994
bse49_P-C_69_AB -683.2834274060 -683.1061692100 -683.2831215503
bse49_P-C_70_AB -623.1220807860 -623.0124648100 -623.1221383892
bse49_P-C_71_AB -650.2337447910 -650.1176742700 -650.2338208241
bse49_P-C_72_AB -611.1859439370 -611.0812763100 -611.1858318715
bse49_P-C_73_AB -608.3034979030 -608.1939623100 -608.3033852681
bse49_P-C_74_AB -533.3819814390 -533.2973680500 -533.3818295916
bse49_P-C_76_AB -836.0189910290 -835.7998225300 -836.0191337166
bse49_P-C_78_AB -627.2028005490 -627.0892378100 -627.2027669127
bse49_P-C_79_AB -572.4251897970 -572.3314907200 -572.4252264642
bse49_P-C_7_AB -498.6961625510 -498.6240438700 -498.6958599005
bse49_P-C_80_AB -696.5892088220 -696.4293827400 -696.5893150037
bse49_P-C_81_AB -1216.9983502600 -1216.6614643000 -1216.9996290297
bse49_P-C_82_AB -459.6631118780 -459.5968827600 -459.6633454136
bse49_P-C_83_AB -798.8834008760 -798.7218286700 -798.8832629961
bse49_P-C_84_AB -650.2288791480 -650.1154833800 -650.2288609682
bse49_P-C_85_AB -689.2733053510 -689.1484938900 -689.2732197115
bse49_P-C_8_AB -724.8376491040 -724.7052120400 -724.8374847222
bse49_P-Cl_10_AB -1826.1096648700 -1825.9567664400 -1826.1096044393
bse49_P-Cl_11_A -1514.6225037500 -1514.3365687400 -1514.6223176350
bse49_P-Cl_11_AB -1974.1858486600 -1973.8767732000 -1974.1862978001
bse49_P-Cl_12_AB -2037.3717074400 -2037.1225918600 -2037.3718344599
bse49_P-Cl_13_AB -1124.0462736300 -1123.9101500100 -1124.0459421776
bse49_P-Cl_14_AB -1174.3292170600 -1174.1799173200 -1174.3294922855
bse49_P-Cl_15_A -872.2945296830 -872.1057413100 -872.2942129350
bse49_P-Cl_15_AB -1331.8622545100 -1331.6512903400 -1331.8621180987
bse49_P-Cl_16_AB -1138.8326975900 -1138.6939279600 -1138.8329125446
bse49_P-Cl_18_AB -2042.9834862500 -2042.8113773300 -2042.9832725590
bse49_P-Cl_19_A -2355.1542711500 -2354.9128262800 -2355.1536285394
bse49_P-Cl_19_AB -2814.7221546600 -2814.4572965500 -2814.7223689050
bse49_P-Cl_1_AB -1898.8616909400 -1898.6965679800 -1898.8613793442
bse49_P-Cl_20_A -1387.2302577500 -1387.0562423700 -1387.2294905578
bse49_P-Cl_20_AB -1846.7931463000 -1846.5961302200 -1846.7929807260
bse49_P-Cl_21_AB -1440.6179144000 -1440.3802202600 -1440.6188118883
bse49_P-Cl_22_A -535.9886079390 -535.9093544600 -535.9883710533
bse49_P-Cl_22_AB -995.5656817010 -995.4649018000 -995.5659467725
bse49_P-Cl_23_A -653.1392205420 -653.0244176300 -653.1386132338
bse49_P-Cl_23_AB -1112.7151413900 -1112.5794492500 -1112.7150951611
bse49_P-Cl_24_A -964.1161881770 -963.9407388100 -964.1158638396
bse49_P-Cl_24_AB -1423.6838937900 -1423.4848544900 -1423.6840112787
bse49_P-Cl_25_AB -1255.4909345300 -1255.3159614900 -1255.4907970837
bse49_P-Cl_26_AB -1943.2885645200 -1943.1043896200 -1943.2888700771
bse49_P-Cl_27_AB -1237.1167085100 -1236.9415601400 -1237.1167176920
bse49_P-Cl_28_AB -1865.1894436100 -1865.0276619000 -1865.1897233231
bse49_P-Cl_29_AB -1904.2416857700 -1904.0699253100 -1904.2418703862
bse49_P-Cl_2_AB -1221.9778111300 -1221.8103495600 -1221.9781225190
bse49_P-Cl_30_AB -1982.3384698200 -1982.1437749700 -1982.3382739775
bse49_P-Cl_31_AB -1281.8208521800 -1281.6300949100 -1281.8209348742
bse49_P-Cl_32_AB -1380.7245572200 -1380.4971956900 -1380.7248241174
bse49_P-Cl_3_AB -1221.9820605300 -1221.8140938500 -1221.9823484397
bse49_P-Cl_4_AB -1617.4594665600 -1617.2185085400 -1617.4598910513
bse49_P-Cl_5_AB -2739.1834150800 -2738.9606580600 -2739.1841448021
bse49_P-Cl_6_A -680.7691051120 -680.6477690300 -680.7684498594
bse49_P-Cl_6_AB -1140.3445485000 -1140.2010339400 -1140.3446904940
bse49_P-Cl_7_AB -1199.8096703400 -1199.6553282300 -1199.8101724390
bse49_P-Cl_8_A -2329.0750118800 -2328.8962392600 -2329.0738492975
bse49_P-Cl_8_AB -2788.6403624400 -2788.4392620000 -2788.6398908944
bse49_P-Cl_9_AB -1617.4686205200 -1617.2270296500 -1617.4687952766
bse49_P-F_10_AB -1257.4364001600 -1257.1708346900 -1257.4367268266
bse49_P-F_11_AB -1106.0316149500 -1105.8284364800 -1106.0315162034
bse49_P-F_12_AB -1614.1504982200 -1613.8175961400 -1614.1509035811
bse49_P-F_13_AB -1317.3198879500 -1317.0203559900 -1317.3205298811
bse49_P-F_14_AB -764.0138922120 -763.8539734600 -764.0136820855
bse49_P-F_15_AB -814.2962525750 -814.1229173500 -814.2967736056
bse49_P-F_16_AB -971.8309188190 -971.5959241100 -971.8309924506
bse49_P-F_17_AB -778.7992777510 -778.6360852900 -778.7997037915
bse49_P-F_19_AB -962.8246814150 -962.5969598200 -962.8249953725
bse49_P-F_1_AB -1178.7934765000 -1178.5803558400 -1178.7939080982
bse49_P-F_20_A -2715.2229116600 -2714.9851167700 -2715.2226178673
bse49_P-F_20_AB -2814.7537041800 -2814.4679576500 -2814.7543752066
bse49_P-F_21_A -1027.1939058800 -1026.9956982500 -1027.1932288184
bse49_P-F_21_AB -1126.7401418000 -1126.4929704900 -1126.7401050677
bse49_P-F_22_AB -1080.5842232500 -1080.3225805100 -1080.5849353471
bse49_P-F_23_AB -635.5328782070 -635.4084821500 -635.5330680704
bse49_P-F_24_AB -1063.6493192700 -1063.4260426900 -1063.6493630859
bse49_P-F_25_AB -895.4540688060 -895.2548548400 -895.4538127950
bse49_P-F_26_AB -1223.2162363000 -1222.9841826500 -1223.2163871171
bse49_P-F_27_AB -877.0803361260 -876.8810531000 -877.0804295411
bse49_P-F_28_AB -1145.1193018600 -1144.9102914400 -1145.1193167647
bse49_P-F_29_AB -1184.1696707500 -1183.9498096900 -1184.1695020371
bse49_P-F_2_AB -743.9088628600 -743.7507871100 -743.9088606967
bse49_P-F_30_AB -1262.2655704700 -1262.0221879100 -1262.2654031645
bse49_P-F_31_AB -921.7902800950 -921.5757778900 -921.7901871799
bse49_P-F_32_AB -1020.6939271900 -1020.4427624800 -1020.6941101279
bse49_P-F_3_AB -861.9486495160 -861.7577652500 -861.9486832969
bse49_P-F_4_AB -861.9515908280 -861.7601549300 -861.9516894663
bse49_P-F_5_AB -1257.4250138000 -1257.1597582100 -1257.4255051346
bse49_P-F_6_AB -1659.0857074400 -1658.7918232000 -1659.0856938290
bse49_P-F_7_AB -780.3083138710 -780.1409278100 -780.3084612078
bse49_P-F_8_AB -839.7761690780 -839.5980521500 -839.7767101434
bse49_P-F_9_A -1248.9892217700 -1248.7375339300 -1248.9886504387
bse49_P-F_9_AB -1348.5403596000 -1348.2401530000 -1348.5405070084
bse49_P-N_10_AB -779.9120391730 -779.7562538400 -779.9120572398
bse49_P-N_11_AB -664.4000824490 -664.2706214100 -664.3999388262
bse49_P-N_12_AB -774.8024414740 -774.6429996800 -774.8026164176
bse49_P-N_14_AB -550.5118946830 -550.4156521800 -550.5115993994
bse49_P-N_16_AB -643.2037578610 -643.0876164600 -643.2042194417
bse49_P-N_17_AB -549.3096895260 -549.2171417700 -549.3095556802
bse49_P-N_18_AB -643.2024549480 -643.0860120400 -643.2022968140
bse49_P-N_19_AB -643.2031746690 -643.0867443200 -643.2030818279
bse49_P-N_1_AB -514.7212928520 -514.6368516500 -514.7218228039
bse49_P-N_20_AB -1465.1785062300 -1465.0478512300 -1465.1776670910
bse49_P-N_21_AB -491.6177771060 -491.5437534700 -491.6180554475
bse49_P-N_22_AB -867.9731998910 -867.7816397800 -867.9735045001
bse49_P-N_23_AB -789.8732694830 -789.7050380200 -789.8731410932
bse49_P-N_24_AB -828.9221205510 -828.7424588800 -828.9222989332
bse49_P-N_25_A -633.6619639130 -633.5397261200 -633.6612554900
bse49_P-N_25_AB -886.9697305980 -886.7574368100 -886.9700679740
bse49_P-N_25_B -253.2877151970 -253.1989762700 -253.2868395340
bse49_P-N_26_AB -628.5963984540 -628.4798295200 -628.5961785208
bse49_P-N_27_AB -849.7508022750 -849.5505983300 -849.7511653218
bse49_P-N_28_AB -549.3995760130 -549.3059773400 -549.3990921019
bse49_P-N_29_AB -489.3388399200 -489.2650040000 -489.3386330353
bse49_P-N_2_AB -779.9083996360 -779.7530129000 -779.9084469562
bse49_P-N_31_AB -666.2565790310 -666.1313933500 -666.2566926523
bse49_P-N_32_AB -666.2423690580 -666.1160820100 -666.2425911976
bse49_P-N_33_AB -705.2813082680 -705.1427191300 -705.2815060876
bse49_P-N_34_AB -647.8179451880 -647.6892550300 -647.8179480780
bse49_P-N_35_A -535.9753521540 -535.8983178800 -535.9750434169
bse49_P-N_35_AB -591.6487964780 -591.5453328200 -591.6493568609
bse49_P-N_36_AB -552.5688876660 -552.4767049600 -552.5696379711
bse49_P-N_37_AB -630.7082343220 -630.5931700400 -630.7086802133
bse49_P-N_38_AB -513.5195873430 -513.4365827400 -513.5199746977
bse49_P-N_39_AB -793.0947398040 -792.8912125900 -793.0949844392
bse49_P-N_3_AB -664.3899414720 -664.2636041700 -664.3899057478
bse49_P-N_40_AB -436.6042290880 -436.5453681200 -436.6043140153
bse49_P-N_41_AB -640.1526956440 -640.0330321800 -640.1518041364
bse49_P-N_42_AB -705.2784648870 -705.1423132900 -705.2787938259
bse49_P-N_44_AB -750.8097317200 -750.6548937500 -750.8098873870
bse49_P-N_45_AB -491.6702106150 -491.5949061300 -491.6705653964
bse49_P-N_46_AB -436.6226714220 -436.5621987200 -436.6228143707
bse49_P-N_47_AB -475.6581014950 -475.5872971400 -475.6578458952
bse49_P-N_48_AB -514.7004920270 -514.6144333800 -514.7007530998
bse49_P-N_49_AB -663.2055307290 -663.0791562900 -663.2056004564
bse49_P-N_4_AB -625.3406938610 -625.2253216500 -625.3407239098
bse49_P-N_50_AB -510.3368841810 -510.2552209600 -510.3367881171
bse49_P-N_52_AB -397.5635919750 -397.5176558900 -397.5638322758
bse49_P-N_53_AB -452.5763522120 -452.5144229300 -452.5762221977
bse49_P-N_54_AB -579.0358103630 -578.9333665800 -579.0361128736
bse49_P-N_55_AB -824.8416459090 -824.6638368700 -824.8418649815
bse49_P-N_56_AB -588.4152119600 -588.3071703600 -588.4154361353
bse49_P-N_57_AB -510.3579224280 -510.2780982000 -510.3581053076
bse49_P-N_59_AB -666.5285860240 -666.3969863500 -666.5285954153
bse49_P-N_5_AB -475.6710905250 -475.5990617600 -475.6715717189
bse49_P-N_60_AB -682.2037538990 -682.0759447900 -682.2039761548
bse49_P-N_62_AB -776.8725894120 -776.7164701200 -776.8725718833
bse49_P-N_63_AB -831.9313107150 -831.7589869600 -831.9312655964
bse49_P-N_64_AB -831.9328128220 -831.7603491000 -831.9327982573
bse49_P-N_65_AB -980.4375687200 -980.2206933000 -980.4373505504
bse49_P-N_66_AB -815.9224800350 -815.7546967000 -815.9225210253
bse49_P-N_67_AB -586.2923545120 -586.1885496200 -586.2920762247
bse49_P-N_68_AB -547.2331422400 -547.1437047100 -547.2331905296
bse49_P-N_69_AB -624.1485440060 -624.0346747800 -624.1486336422
bse49_P-N_6_AB -627.4776507050 -627.3577906300 -627.4775605333
bse49_P-N_70_AB -702.0330731260 -701.8981411100 -702.0329741227
bse49_P-N_71_AB -511.4523508480 -511.3700825400 -511.4520962604
bse49_P-N_72_AB -472.3935717440 -472.3259486600 -472.3934846271
bse49_P-N_74_AB -1196.4960334800 -1196.1819331100 -1196.4958825537
bse49_P-N_75_AB -1390.3422233300 -1390.2333215200 -1390.3411955738
bse49_P-N_76_AB -670.2982519620 -670.1383261300 -670.2981269758
bse49_P-N_77_AB -780.3772760200 -780.2190210400 -780.3773198667
bse49_P-N_78_AB -663.1895390010 -663.0633935000 -663.1896559151
bse49_P-N_79_AB -678.2154094170 -678.0827968600 -678.2160050046
bse49_P-N_7_AB -1045.2717457200 -1045.1485150400 -1045.2708681656
bse49_P-N_80_AB -666.2530113390 -666.1259549100 -666.2528072159
bse49_P-N_81_AB -627.1962592920 -627.0836727000 -627.1961205988
bse49_P-N_82_A -529.5916436780 -529.5126188900 -529.5912796466
bse49_P-N_82_AB -624.3104950730 -624.1909877200 -624.3103709705
bse49_P-N_83_AB -588.4383536990 -588.3312837800 -588.4381410750
bse49_P-N_85_AB -815.9256008350 -815.7573442500 -815.9253666419
bse49_P-N_86_AB -682.2105487960 -682.0824596800 -682.2100532372
bse49_P-N_87_AB -627.5005354960 -627.3832009100 -627.5000714309
bse49_P-N_88_AB -673.3228919870 -673.1840004000 -673.3229020682
bse49_P-N_89_AB -507.5947498790 -507.5181355900 -507.5953445158
bse49_P-N_8_AB -625.3514198400 -625.2343818500 -625.3507274641
bse49_P-N_90_AB -1209.7742605200 -1209.5998786300 -1209.7746159170
bse49_P-N_92_AB -814.8986326490 -814.7259475200 -814.8983113209
bse49_P-N_93_AB -666.2609607510 -666.1335390700 -666.2609699320
bse49_P-N_9_AB -475.6819677730 -475.6071378200 -475.6819461871
bse49_P-O_10_AB -798.4635127820 -798.2363663000 -798.4638769751
bse49_P-O_11_AB -759.4150571700 -759.2002718400 -759.4152277324
bse49_P-O_12_AB -456.4454896610 -456.3762173400 -456.4456592543
bse49_P-O_13_AB -456.4723577680 -456.4030851000 -456.4726722092
bse49_P-O_14_AB -756.0895195440 -755.8757647900 -756.0897258008
bse49_P-O_15_A -721.6396532950 -721.4251597600 -721.6399979552
bse49_P-O_15_AB -1261.5498349500 -1261.2162633000 -1261.5500671112
bse49_P-O_16_AB -717.0457349810 -716.8450001000 -717.0459548908
bse49_P-O_17_AB -984.6980785020 -984.4193152200 -984.6983497374
bse49_P-O_18_AB -1188.2592778400 -1187.9203557500 -1188.2596140387
bse49_P-O_19_AB -794.1128751680 -793.8869215300 -794.1129221539
bse49_P-O_1_AB -798.4608707650 -798.2340213300 -798.4610686502
bse49_P-O_20_AB -833.1645471180 -832.9267859400 -833.1647519659
bse49_P-O_21_AB -495.5069290690 -495.4231980100 -495.5070738066
bse49_P-O_22_AB -868.8970917770 -868.6492060900 -868.8972856251
bse49_P-O_23_AB -759.4123445660 -759.1968840300 -759.4124664335
bse49_P-O_24_AB -798.4649302410 -798.2383648400 -798.4648931244
bse49_P-O_26_AB -2132.8804070600 -2132.6133372000 -2132.8801911356
bse49_P-O_27_A -486.0317319570 -485.8568502600 -486.0316733981
bse49_P-O_27_AB -1052.8240650700 -1052.4989333600 -1052.8234905224
bse49_P-O_2_A -846.0474344750 -845.8923356300 -846.0476263612
bse49_P-O_2_AB -1412.8402236200 -1412.5349304200 -1412.8399744093
bse49_P-O_3_AB -1101.1231529900 -1100.9245507200 -1101.1223577583
